uid,id,rarity,time,banner,type,manual
1695208200000080611,20004,3,2023-09-20T11:00:18.000Z,2010,11,false
1695208200000080711,20019,3,2023-09-20T11:00:18.000Z,2010,11,false
1695208200000080811,20002,3,2023-09-20T11:00:18.000Z,2010,11,false
1695208200000080911,20015,3,2023-09-20T11:00:18.000Z,2010,11,false
1695208200000081011,1106,4,2023-09-20T11:00:18.000Z,2010,11,false
1695208200000128111,20009,3,2023-09-20T11:00:27.000Z,2010,11,false
1695208200000128211,20002,3,2023-09-20T11:00:27.000Z,2010,11,false
1695208200000128311,20005,3,2023-09-20T11:00:27.000Z,2010,11,false
1695208200000128411,20019,3,2023-09-20T11:00:27.000Z,2010,11,false
1695208200000128511,20010,3,2023-09-20T11:00:27.000Z,2010,11,false
1695208200000128611,20020,3,2023-09-20T11:00:27.000Z,2010,11,false
1695208200000128711,20020,3,2023-09-20T11:00:27.000Z,2010,11,false
1695208200000128811,20005,3,2023-09-20T11:00:27.000Z,2010,11,false
1695208200000128911,20016,3,2023-09-20T11:00:27.000Z,2010,11,false
1695208200000129011,21011,4,2023-09-20T11:00:27.000Z,2010,11,false
1695208200000175111,20012,3,2023-09-20T11:00:37.000Z,2010,11,false
1695208200000175211,20017,3,2023-09-20T11:00:37.000Z,2010,11,false
1695208200000175311,20000,3,2023-09-20T11:00:37.000Z,2010,11,false
1695208200000175411,20006,3,2023-09-20T11:00:37.000Z,2010,11,false
1695208200000175511,20015,3,2023-09-20T11:00:37.000Z,2010,11,false
1695208200000175611,20001,3,2023-09-20T11:00:37.000Z,2010,11,false
1695208200000175711,20014,3,2023-09-20T11:00:37.000Z,2010,11,false
1695208200000175811,20000,3,2023-09-20T11:00:37.000Z,2010,11,false
1695208200000175911,20007,3,2023-09-20T11:00:37.000Z,2010,11,false
1695208200000176011,1110,4,2023-09-20T11:00:37.000Z,2010,11,false
1695208200000237711,20014,3,2023-09-20T11:00:47.000Z,2010,11,false
1695208200000237811,20001,3,2023-09-20T11:00:47.000Z,2010,11,false
1695208200000237911,20011,3,2023-09-20T11:00:47.000Z,2010,11,false
1695208200000238011,20000,3,2023-09-20T11:00:47.000Z,2010,11,false
1695208200000238111,20002,3,2023-09-20T11:00:47.000Z,2010,11,false
1695208200000238211,20008,3,2023-09-20T11:00:47.000Z,2010,11,false
1695208200000238311,20016,3,2023-09-20T11:00:47.000Z,2010,11,false
1695208200000238411,20011,3,2023-09-20T11:00:47.000Z,2010,11,false
1695208200000238511,20003,3,2023-09-20T11:00:47.000Z,2010,11,false
1695208200000238611,1109,4,2023-09-20T11:00:47.000Z,2010,11,false
1695208200000345011,20020,3,2023-09-20T11:01:02.000Z,2010,11,false
1695208200000345111,21004,4,2023-09-20T11:01:02.000Z,2010,11,false
1695208200000345211,20002,3,2023-09-20T11:01:02.000Z,2010,11,false
1695208200000345311,20010,3,2023-09-20T11:01:02.000Z,2010,11,false
1695208200000345411,20014,3,2023-09-20T11:01:02.000Z,2010,11,false
1695208200000345511,20020,3,2023-09-20T11:01:02.000Z,2010,11,false
1695208200000345611,20016,3,2023-09-20T11:01:02.000Z,2010,11,false
1695208200000345711,20008,3,2023-09-20T11:01:02.000Z,2010,11,false
1695208200000345811,20000,3,2023-09-20T11:01:02.000Z,2010,11,false
1695208200000345911,20017,3,2023-09-20T11:01:02.000Z,2010,11,false
1695208200000541611,1106,4,2023-09-20T11:01:32.000Z,2010,11,false
1695208200000590411,20006,3,2023-09-20T11:01:40.000Z,2010,11,false
1695208200000640011,1208,5,2023-09-20T11:01:46.000Z,2010,11,false
1695651000000069511,20008,3,2023-09-25T14:29:38.000Z,2010,11,false
1695651000000069611,20002,3,2023-09-25T14:29:38.000Z,2010,11,false
1695651000000069711,20019,3,2023-09-25T14:29:38.000Z,2010,11,false
1695651000000069811,20004,3,2023-09-25T14:29:38.000Z,2010,11,false
1695651000000069911,20001,3,2023-09-25T14:29:38.000Z,2010,11,false
1695651000000070011,20005,3,2023-09-25T14:29:38.000Z,2010,11,false
1695651000000070111,21018,4,2023-09-25T14:29:38.000Z,2010,11,false
1695651000000070211,20012,3,2023-09-25T14:29:38.000Z,2010,11,false
1695651000000070311,20001,3,2023-09-25T14:29:38.000Z,2010,11,false
1695651000000070411,20008,3,2023-09-25T14:29:38.000Z,2010,11,false
1695809400000066811,20005,3,2023-09-27T10:57:28.000Z,2010,11,false
1695809400000066911,20009,3,2023-09-27T10:57:28.000Z,2010,11,false
1695809400000067011,20002,3,2023-09-27T10:57:28.000Z,2010,11,false
1695809400000067111,20015,3,2023-09-27T10:57:28.000Z,2010,11,false
1695809400000067211,20014,3,2023-09-27T10:57:28.000Z,2010,11,false
1695809400000067311,20005,3,2023-09-27T10:57:28.000Z,2010,11,false
1695809400000067411,1110,4,2023-09-27T10:57:28.000Z,2010,11,false
1695809400000067511,20013,3,2023-09-27T10:57:28.000Z,2010,11,false
1695809400000067611,21019,4,2023-09-27T10:57:28.000Z,2010,11,false
1695809400000067711,20010,3,2023-09-27T10:57:28.000Z,2010,11,false
1696003800000108511,20020,3,2023-09-29T16:42:48.000Z,2010,11,false
1696003800000108611,20019,3,2023-09-29T16:42:48.000Z,2010,11,false
1696003800000108711,20011,3,2023-09-29T16:42:48.000Z,2010,11,false
1696003800000108811,20009,3,2023-09-29T16:42:48.000Z,2010,11,false
1696003800000108911,20011,3,2023-09-29T16:42:48.000Z,2010,11,false
1696003800000109011,20011,3,2023-09-29T16:42:48.000Z,2010,11,false
1696003800000109111,20010,3,2023-09-29T16:42:48.000Z,2010,11,false
1696003800000109211,20017,3,2023-09-29T16:42:48.000Z,2010,11,false
1696003800000109311,1106,4,2023-09-29T16:42:48.000Z,2010,11,false
1696003800000109411,20007,3,2023-09-29T16:42:48.000Z,2010,11,false
1696263000000047111,20008,3,2023-10-02T16:19:47.000Z,2010,11,false
1696263000000047211,20017,3,2023-10-02T16:19:47.000Z,2010,11,false
1696263000000047311,20005,3,2023-10-02T16:19:47.000Z,2010,11,false
1696263000000047411,20016,3,2023-10-02T16:19:47.000Z,2010,11,false
1696263000000047511,20011,3,2023-10-02T16:19:47.000Z,2010,11,false
1696263000000047611,20003,3,2023-10-02T16:19:47.000Z,2010,11,false
1696263000000047711,20001,3,2023-10-02T16:19:47.000Z,2010,11,false
1696263000000047811,20020,3,2023-10-02T16:19:47.000Z,2010,11,false
1696263000000047911,1110,4,2023-10-02T16:19:47.000Z,2010,11,false
1696263000000048011,20006,3,2023-10-02T16:19:47.000Z,2010,11,false
1696342200000000711,20014,3,2023-10-03T14:01:03.000Z,2010,11,false
1696342200000000811,20010,3,2023-10-03T14:01:03.000Z,2010,11,false
1696342200000000911,20003,3,2023-10-03T14:01:03.000Z,2010,11,false
1696342200000001011,20001,3,2023-10-03T14:01:03.000Z,2010,11,false
1696342200000001111,1109,4,2023-10-03T14:01:03.000Z,2010,11,false
1696342200000001211,20008,3,2023-10-03T14:01:03.000Z,2010,11,false
1696342200000001311,20012,3,2023-10-03T14:01:03.000Z,2010,11,false
1696342200000001411,20014,3,2023-10-03T14:01:03.000Z,2010,11,false
1696342200000001511,20007,3,2023-10-03T14:01:03.000Z,2010,11,false
1696342200000001611,20017,3,2023-10-03T14:01:03.000Z,2010,11,false
1696342200000005111,20020,3,2023-10-03T14:04:28.000Z,2010,11,false
1696342200000005211,1106,4,2023-10-03T14:04:28.000Z,2010,11,false
1696342200000005311,20005,3,2023-10-03T14:04:28.000Z,2010,11,false
1696342200000005411,20018,3,2023-10-03T14:04:28.000Z,2010,11,false
1696342200000005511,20013,3,2023-10-03T14:04:28.000Z,2010,11,false
1696342200000005611,20004,3,2023-10-03T14:04:28.000Z,2010,11,false
1696342200000005711,20006,3,2023-10-03T14:04:28.000Z,2010,11,false
1696342200000005811,20007,3,2023-10-03T14:04:28.000Z,2010,11,false
1696342200000005911,20004,3,2023-10-03T14:04:28.000Z,2010,11,false
1696342200000006011,20011,3,2023-10-03T14:04:28.000Z,2010,11,false
1696342200000006611,20009,3,2023-10-03T14:04:50.000Z,2010,11,false
1696342200000006811,1109,4,2023-10-03T14:05:00.000Z,2010,11,false
1696399800000063911,20018,3,2023-10-04T06:55:04.000Z,2010,11,false
1696399800000064211,20006,3,2023-10-04T06:55:08.000Z,2010,11,false
1696410600000077711,20017,3,2023-10-04T09:57:36.000Z,2010,11,false
1696410600000077811,20017,3,2023-10-04T09:57:49.000Z,2010,11,false
1696410600000077911,20000,3,2023-10-04T09:57:49.000Z,2010,11,false
1696410600000078011,20015,3,2023-10-04T09:57:49.000Z,2010,11,false
1696410600000078111,20001,3,2023-10-04T09:57:49.000Z,2010,11,false
1696410600000078211,20018,3,2023-10-04T09:57:49.000Z,2010,11,false
1696410600000078311,1109,4,2023-10-04T09:57:49.000Z,2010,11,false
1696410600000078411,20020,3,2023-10-04T09:57:49.000Z,2010,11,false
1696410600000078511,20004,3,2023-10-04T09:57:49.000Z,2010,11,false
1696410600000078611,20014,3,2023-10-04T09:57:49.000Z,2010,11,false
1696410600000078711,20014,3,2023-10-04T09:57:49.000Z,2010,11,false
1696410600000078911,1208,5,2023-10-04T09:58:04.000Z,2010,11,false
1696993800000322911,20020,3,2023-10-11T03:08:37.000Z,2011,11,false
1696993800000323011,20006,3,2023-10-11T03:08:37.000Z,2011,11,false
1696993800000323111,20008,3,2023-10-11T03:08:37.000Z,2011,11,false
1696993800000323211,1108,4,2023-10-11T03:08:37.000Z,2011,11,false
1696993800000323311,20004,3,2023-10-11T03:08:37.000Z,2011,11,false
1696993800000323411,20016,3,2023-10-11T03:08:37.000Z,2011,11,false
1696993800000323511,20001,3,2023-10-11T03:08:37.000Z,2011,11,false
1696993800000323611,20004,3,2023-10-11T03:08:37.000Z,2011,11,false
1696993800000323711,20016,3,2023-10-11T03:08:37.000Z,2011,11,false
1696993800000323811,20005,3,2023-10-11T03:08:37.000Z,2011,11,false
1696993800000338711,20010,3,2023-10-11T03:08:51.000Z,2011,11,false
1696993800000344211,20017,3,2023-10-11T03:08:56.000Z,2011,11,false
1696993800000347711,21006,4,2023-10-11T03:09:00.000Z,2011,11,false
1697008200000918711,20017,3,2023-10-11T07:35:38.000Z,2011,11,false
1697008200000918811,1202,4,2023-10-11T07:35:38.000Z,2011,11,false
1697008200000918911,20017,3,2023-10-11T07:35:38.000Z,2011,11,false
1697008200000919011,20015,3,2023-10-11T07:35:38.000Z,2011,11,false
1697008200000919111,20001,3,2023-10-11T07:35:38.000Z,2011,11,false
1697008200000919211,20005,3,2023-10-11T07:35:38.000Z,2011,11,false
1697008200000919311,20002,3,2023-10-11T07:35:38.000Z,2011,11,false
1697008200000919411,20008,3,2023-10-11T07:35:38.000Z,2011,11,false
1697008200000919511,20002,3,2023-10-11T07:35:38.000Z,2011,11,false
1697008200000919611,20012,3,2023-10-11T07:35:38.000Z,2011,11,false
1697119800000343311,1201,4,2023-10-12T14:58:30.000Z,2011,11,false
1697119800000346111,20018,3,2023-10-12T14:58:52.000Z,2011,11,false
1697130600000175111,20020,3,2023-10-12T17:22:27.000Z,2011,11,false
1697130600000176311,20003,3,2023-10-12T17:22:30.000Z,2011,11,false
1697130600000177611,1108,4,2023-10-12T17:22:33.000Z,2011,11,false
1697130600000178011,20005,3,2023-10-12T17:22:36.000Z,2011,11,false
1697130600000180611,20012,3,2023-10-12T17:22:40.000Z,2011,11,false
1697145000000093511,20016,3,2023-10-12T21:13:24.000Z,2011,11,false
1697145000000093611,20010,3,2023-10-12T21:13:24.000Z,2011,11,false
1697145000000093711,20018,3,2023-10-12T21:13:24.000Z,2011,11,false
1697145000000093811,20015,3,2023-10-12T21:13:24.000Z,2011,11,false
1697145000000093911,20008,3,2023-10-12T21:13:24.000Z,2011,11,false
1697145000000094011,20004,3,2023-10-12T21:13:24.000Z,2011,11,false
1697145000000094111,21017,4,2023-10-12T21:13:24.000Z,2011,11,false
1697145000000094211,20019,3,2023-10-12T21:13:24.000Z,2011,11,false
1697145000000094311,20015,3,2023-10-12T21:13:24.000Z,2011,11,false
1697145000000094411,20005,3,2023-10-12T21:13:24.000Z,2011,11,false
1697429400000025611,20015,3,2023-10-16T04:16:18.000Z,2011,11,false
1697429400000025711,20019,3,2023-10-16T04:16:18.000Z,2011,11,false
1697429400000025811,20003,3,2023-10-16T04:16:18.000Z,2011,11,false
1697429400000025911,20000,3,2023-10-16T04:16:18.000Z,2011,11,false
1697429400000026011,20019,3,2023-10-16T04:16:18.000Z,2011,11,false
1697429400000026111,20017,3,2023-10-16T04:16:18.000Z,2011,11,false
1697429400000026211,1108,4,2023-10-16T04:16:18.000Z,2011,11,false
1697429400000026311,20000,3,2023-10-16T04:16:18.000Z,2011,11,false
1697429400000026411,20003,3,2023-10-16T04:16:18.000Z,2011,11,false
1697429400000026511,20006,3,2023-10-16T04:16:18.000Z,2011,11,false
1697458200000079511,20008,3,2023-10-16T12:19:01.000Z,2011,11,false
1697458200000079611,20000,3,2023-10-16T12:19:01.000Z,2011,11,false
1697458200000079711,20006,3,2023-10-16T12:19:01.000Z,2011,11,false
1697458200000079811,20008,3,2023-10-16T12:19:01.000Z,2011,11,false
1697458200000079911,20005,3,2023-10-16T12:19:01.000Z,2011,11,false
1697458200000080011,20017,3,2023-10-16T12:19:01.000Z,2011,11,false
1697458200000080111,1201,4,2023-10-16T12:19:01.000Z,2011,11,false
1697458200000080211,20015,3,2023-10-16T12:19:01.000Z,2011,11,false
1697458200000080311,21011,4,2023-10-16T12:19:01.000Z,2011,11,false
1697458200000080411,20015,3,2023-10-16T12:19:01.000Z,2011,11,false
1697458200000094311,20011,3,2023-10-16T12:25:33.000Z,2011,11,false
1697458200000094411,20012,3,2023-10-16T12:25:33.000Z,2011,11,false
1697458200000094511,20020,3,2023-10-16T12:25:33.000Z,2011,11,false
1697458200000094611,20012,3,2023-10-16T12:25:33.000Z,2011,11,false
1697458200000094711,20014,3,2023-10-16T12:25:33.000Z,2011,11,false
1697458200000094811,20002,3,2023-10-16T12:25:33.000Z,2011,11,false
1697458200000094911,20001,3,2023-10-16T12:25:33.000Z,2011,11,false
1697458200000095011,1201,4,2023-10-16T12:25:33.000Z,2011,11,false
1697458200000095111,20008,3,2023-10-16T12:25:33.000Z,2011,11,false
1697458200000095211,20011,3,2023-10-16T12:25:33.000Z,2011,11,false
1697458200000095511,20005,3,2023-10-16T12:25:46.000Z,2011,11,false
1697458200000095711,20016,3,2023-10-16T12:25:53.000Z,2011,11,false
1697458200000095911,20013,3,2023-10-16T12:26:01.000Z,2011,11,false
1697458200000096011,20011,3,2023-10-16T12:26:08.000Z,2011,11,false
1697458200000096111,20010,3,2023-10-16T12:26:15.000Z,2011,11,false
1697458200000096311,20009,3,2023-10-16T12:26:22.000Z,2011,11,false
1697458200000098311,1109,4,2023-10-16T12:26:58.000Z,2011,11,false
1697458200000098611,20016,3,2023-10-16T12:27:09.000Z,2011,11,false
1697458200000099311,20009,3,2023-10-16T12:27:17.000Z,2011,11,false
1697458200000099811,1004,5,2023-10-16T12:27:25.000Z,2011,11,false
1697458200000101011,20017,3,2023-10-16T12:27:49.000Z,2011,11,false
1697458200000101111,20013,3,2023-10-16T12:27:49.000Z,2011,11,false
1697458200000101211,20010,3,2023-10-16T12:27:49.000Z,2011,11,false
1697458200000101311,20000,3,2023-10-16T12:27:49.000Z,2011,11,false
1697458200000101411,20009,3,2023-10-16T12:27:49.000Z,2011,11,false
1697458200000101511,1202,4,2023-10-16T12:27:49.000Z,2011,11,false
1697458200000101611,20003,3,2023-10-16T12:27:49.000Z,2011,11,false
1697458200000101711,20015,3,2023-10-16T12:27:49.000Z,2011,11,false
1697458200000101811,20015,3,2023-10-16T12:27:49.000Z,2011,11,false
1697458200000101911,20003,3,2023-10-16T12:27:49.000Z,2011,11,false
1697458200000102411,20011,3,2023-10-16T12:27:54.000Z,2011,11,false
1697458200000102511,20014,3,2023-10-16T12:27:54.000Z,2011,11,false
1697458200000102611,20009,3,2023-10-16T12:27:54.000Z,2011,11,false
1697458200000102711,20006,3,2023-10-16T12:27:54.000Z,2011,11,false
1697458200000102811,20013,3,2023-10-16T12:27:54.000Z,2011,11,false
1697458200000102911,21001,4,2023-10-16T12:27:54.000Z,2011,11,false
1697458200000103011,20009,3,2023-10-16T12:27:54.000Z,2011,11,false
1697458200000103111,20014,3,2023-10-16T12:27:54.000Z,2011,11,false
1697458200000103211,20015,3,2023-10-16T12:27:54.000Z,2011,11,false
1697458200000103311,20010,3,2023-10-16T12:27:54.000Z,2011,11,false
1697458200000104311,20006,3,2023-10-16T12:28:26.000Z,2011,11,false
1697458200000104411,20014,3,2023-10-16T12:28:26.000Z,2011,11,false
1697458200000104511,20006,3,2023-10-16T12:28:26.000Z,2011,11,false
1697458200000104611,20005,3,2023-10-16T12:28:26.000Z,2011,11,false
1697458200000104711,1108,4,2023-10-16T12:28:26.000Z,2011,11,false
1697458200000104811,20020,3,2023-10-16T12:28:26.000Z,2011,11,false
1697458200000104911,20001,3,2023-10-16T12:28:26.000Z,2011,11,false
1697458200000105011,20018,3,2023-10-16T12:28:26.000Z,2011,11,false
1697458200000105111,20005,3,2023-10-16T12:28:26.000Z,2011,11,false
1697458200000105211,1108,4,2023-10-16T12:28:26.000Z,2011,11,false
1697479800000131011,20002,3,2023-10-16T18:29:15.000Z,2011,11,false
1697479800000131111,20006,3,2023-10-16T18:29:18.000Z,2011,11,false
1697479800000132411,20015,3,2023-10-16T18:29:29.000Z,2011,11,false
1697519400000124911,20017,3,2023-10-17T05:57:22.000Z,2011,11,false
1697519400000125111,20001,3,2023-10-17T05:57:26.000Z,2011,11,false
1697627400000129411,20015,3,2023-10-18T11:53:18.000Z,2011,11,false
1697627400000129611,20006,3,2023-10-18T11:53:21.000Z,2011,11,false
1697627400000129711,20013,3,2023-10-18T11:53:24.000Z,2011,11,false
1697627400000129811,1201,4,2023-10-18T11:53:28.000Z,2011,11,false
1697627400000130011,20010,3,2023-10-18T11:53:36.000Z,2011,11,false
1697634600000119611,20006,3,2023-10-18T13:38:40.000Z,2011,11,false
1697634600000119711,1212,5,2023-10-18T13:38:44.000Z,2011,11,false
1698405000003198711,20008,3,2023-10-27T11:41:16.000Z,2012,11,false
1698405000003198811,20006,3,2023-10-27T11:41:16.000Z,2012,11,false
1698405000003198911,20008,3,2023-10-27T11:41:16.000Z,2012,11,false
1698405000003199011,20013,3,2023-10-27T11:41:16.000Z,2012,11,false
1698405000003199111,20015,3,2023-10-27T11:41:16.000Z,2012,11,false
1698405000003199211,21003,4,2023-10-27T11:41:16.000Z,2012,11,false
1698405000003199311,20020,3,2023-10-27T11:41:16.000Z,2012,11,false
1698405000003199411,20005,3,2023-10-27T11:41:16.000Z,2012,11,false
1698405000003199511,20014,3,2023-10-27T11:41:16.000Z,2012,11,false
1698405000003199611,20004,3,2023-10-27T11:41:16.000Z,2012,11,false
1698408600000846511,20010,3,2023-10-27T12:30:56.000Z,2012,11,false
1698408600000846611,20018,3,2023-10-27T12:30:56.000Z,2012,11,false
1698408600000846711,20013,3,2023-10-27T12:30:56.000Z,2012,11,false
1698408600000846811,20007,3,2023-10-27T12:30:56.000Z,2012,11,false
1698408600000846911,20016,3,2023-10-27T12:30:56.000Z,2012,11,false
1698408600000847011,1206,4,2023-10-27T12:30:56.000Z,2012,11,false
1698408600000847111,20012,3,2023-10-27T12:30:56.000Z,2012,11,false
1698408600000847211,20008,3,2023-10-27T12:30:56.000Z,2012,11,false
1698408600000847311,20016,3,2023-10-27T12:30:56.000Z,2012,11,false
1698408600000847411,20007,3,2023-10-27T12:30:56.000Z,2012,11,false
1698833400000154111,20018,3,2023-11-01T10:25:04.000Z,2012,11,false
1698833400000154211,20004,3,2023-11-01T10:25:04.000Z,2012,11,false
1698833400000154311,20013,3,2023-11-01T10:25:04.000Z,2012,11,false
1698833400000154411,20019,3,2023-11-01T10:25:04.000Z,2012,11,false
1698833400000154511,21000,4,2023-11-01T10:25:04.000Z,2012,11,false
1698833400000154611,20001,3,2023-11-01T10:25:04.000Z,2012,11,false
1698833400000154711,20020,3,2023-11-01T10:25:04.000Z,2012,11,false
1698833400000154811,20000,3,2023-11-01T10:25:04.000Z,2012,11,false
1698833400000154911,20020,3,2023-11-01T10:25:04.000Z,2012,11,false
1698833400000155011,20017,3,2023-11-01T10:25:04.000Z,2012,11,false
1698833400000158111,20003,3,2023-11-01T10:25:47.000Z,2012,11,false
1698833400000158211,20019,3,2023-11-01T10:25:49.000Z,2012,11,false
1698833400000158411,20017,3,2023-11-01T10:25:52.000Z,2012,11,false
1698833400000205211,20001,3,2023-11-01T10:32:42.000Z,2012,11,false
1698833400000206611,1206,4,2023-11-01T10:32:53.000Z,2012,11,false
1699020600000181911,1111,4,2023-11-03T14:51:34.000Z,2012,11,false
1699020600000186511,20019,3,2023-11-03T14:53:18.000Z,2012,11,false
1699020600000186611,20009,3,2023-11-03T14:53:20.000Z,2012,11,false
1699053000000096111,20005,3,2023-11-03T23:52:00.000Z,2012,11,false
1699125000000026211,1110,4,2023-11-04T19:12:59.000Z,2012,11,false
1699197000000010611,20015,3,2023-11-05T15:04:08.000Z,2012,11,false
1699225800000031111,20011,3,2023-11-05T23:32:55.000Z,2012,11,false
1699225800000031211,20013,3,2023-11-05T23:32:59.000Z,2012,11,false
1699225800000031311,20013,3,2023-11-05T23:33:02.000Z,2012,11,false
1699225800000031411,20017,3,2023-11-05T23:33:20.000Z,2012,11,false
1699247400000017011,20006,3,2023-11-06T05:18:18.000Z,2012,11,false
1699326600000027911,20007,3,2023-11-07T03:37:42.000Z,2012,11,false
1699330200000011311,20001,3,2023-11-07T04:24:24.000Z,2012,11,false
1699675800000006911,1206,4,2023-11-11T04:09:29.000Z,2012,11,false
1699675800000007111,20005,3,2023-11-11T04:09:39.000Z,2012,11,false
1699675800000007211,20019,3,2023-11-11T04:09:43.000Z,2012,11,false
1699675800000007311,20012,3,2023-11-11T04:09:46.000Z,2012,11,false
1699852200000017711,20010,3,2023-11-13T05:36:34.000Z,2012,11,false
1699852200000017811,20009,3,2023-11-13T05:36:38.000Z,2012,11,false
1699870200000052911,20007,3,2023-11-13T10:56:19.000Z,2012,11,false
1699870200000053011,20019,3,2023-11-13T10:56:23.000Z,2012,11,false
1699891800000009911,20015,3,2023-11-13T16:08:51.000Z,2012,11,false
1699891800000010111,20014,3,2023-11-13T16:08:55.000Z,2012,11,false
1699891800000010311,21006,4,2023-11-13T16:08:58.000Z,2012,11,false
1699945800000035011,20016,3,2023-11-14T07:54:44.000Z,2012,11,false
1700071800000322711,20008,3,2023-11-15T18:33:51.000Z,2014,11,false
1700071800000322811,20002,3,2023-11-15T18:33:51.000Z,2014,11,false
1700071800000322911,20002,3,2023-11-15T18:33:51.000Z,2014,11,false
1700071800000323011,20000,3,2023-11-15T18:33:51.000Z,2014,11,false
1700071800000323111,20015,3,2023-11-15T18:33:51.000Z,2014,11,false
1700071800000323211,20006,3,2023-11-15T18:33:51.000Z,2014,11,false
1700071800000323311,20010,3,2023-11-15T18:33:51.000Z,2014,11,false
1700071800000323411,20020,3,2023-11-15T18:33:51.000Z,2014,11,false
1700071800000323511,1103,4,2023-11-15T18:33:51.000Z,2014,11,false
1700071800000323611,20017,3,2023-11-15T18:33:51.000Z,2014,11,false
1700215800000088611,20015,3,2023-11-17T10:43:14.000Z,2014,11,false
1700215800000088711,20006,3,2023-11-17T10:43:18.000Z,2014,11,false
1700215800000088911,20005,3,2023-11-17T10:43:30.000Z,2014,11,false
1700215800000090111,20016,3,2023-11-17T10:43:39.000Z,2014,11,false
1700215800000090311,20014,3,2023-11-17T10:43:46.000Z,2014,11,false
1700215800000090411,20009,3,2023-11-17T10:44:00.000Z,2014,11,false
1700313000000102911,21002,4,2023-11-18T13:37:34.000Z,2014,11,false
1700313000000110311,1103,4,2023-11-18T13:39:35.000Z,2014,11,false
1700403000000132011,1104,5,2023-11-19T14:56:40.000Z,2014,11,false
1701699000000013011,20018,3,2023-12-04T14:09:30.000Z,2014,11,false
1701699000000013111,20010,3,2023-12-04T14:09:30.000Z,2014,11,false
1701699000000013211,20008,3,2023-12-04T14:09:30.000Z,2014,11,false
1701699000000013311,20002,3,2023-12-04T14:09:30.000Z,2014,11,false
1701699000000013411,20002,3,2023-12-04T14:09:30.000Z,2014,11,false
1701699000000013511,20018,3,2023-12-04T14:09:30.000Z,2014,11,false
1701699000000013611,20005,3,2023-12-04T14:09:30.000Z,2014,11,false
1701699000000013711,21000,4,2023-12-04T14:09:30.000Z,2014,11,false
1701699000000013811,20015,3,2023-12-04T14:09:30.000Z,2014,11,false
1701699000000013911,20013,3,2023-12-04T14:09:30.000Z,2014,11,false
1701699000000014311,20016,3,2023-12-04T14:09:40.000Z,2014,11,false
1701699000000014411,20012,3,2023-12-04T14:09:40.000Z,2014,11,false
1701699000000014511,20004,3,2023-12-04T14:09:40.000Z,2014,11,false
1701699000000014611,20004,3,2023-12-04T14:09:40.000Z,2014,11,false
1701699000000014711,20015,3,2023-12-04T14:09:40.000Z,2014,11,false
1701699000000014811,20007,3,2023-12-04T14:09:40.000Z,2014,11,false
1701699000000014911,20010,3,2023-12-04T14:09:40.000Z,2014,11,false
1701699000000015011,1103,4,2023-12-04T14:09:40.000Z,2014,11,false
1701699000000015111,20007,3,2023-12-04T14:09:40.000Z,2014,11,false
1701699000000015211,20007,3,2023-12-04T14:09:40.000Z,2014,11,false
1703643000000539111,20015,3,2023-12-27T02:21:07.000Z,2017,11,false
1703643000000539211,20014,3,2023-12-27T02:21:07.000Z,2017,11,false
1703643000000539311,20017,3,2023-12-27T02:21:07.000Z,2017,11,false
1703643000000539411,20003,3,2023-12-27T02:21:07.000Z,2017,11,false
1703643000000539511,1202,4,2023-12-27T02:21:07.000Z,2017,11,false
1703643000000539611,20017,3,2023-12-27T02:21:07.000Z,2017,11,false
1703643000000539711,21001,4,2023-12-27T02:21:07.000Z,2017,11,false
1703643000000539811,20007,3,2023-12-27T02:21:07.000Z,2017,11,false
1703643000000539911,1202,4,2023-12-27T02:21:07.000Z,2017,11,false
1703643000000540011,20008,3,2023-12-27T02:21:07.000Z,2017,11,false
1703643000000545511,20012,3,2023-12-27T02:21:31.000Z,2017,11,false
1703643000000545611,20016,3,2023-12-27T02:21:31.000Z,2017,11,false
1703643000000545711,20000,3,2023-12-27T02:21:31.000Z,2017,11,false
1703643000000545811,20011,3,2023-12-27T02:21:31.000Z,2017,11,false
1703643000000545911,20011,3,2023-12-27T02:21:31.000Z,2017,11,false
1703643000000546011,20006,3,2023-12-27T02:21:31.000Z,2017,11,false
1703643000000546111,20005,3,2023-12-27T02:21:31.000Z,2017,11,false
1703643000000546211,20010,3,2023-12-27T02:21:31.000Z,2017,11,false
1703643000000546311,1001,4,2023-12-27T02:21:31.000Z,2017,11,false
1703643000000546411,20002,3,2023-12-27T02:21:31.000Z,2017,11,false
1703643000000547811,20018,3,2023-12-27T02:21:43.000Z,2017,11,false
1703643000000547911,20005,3,2023-12-27T02:21:43.000Z,2017,11,false
1703643000000548011,20015,3,2023-12-27T02:21:43.000Z,2017,11,false
1703643000000548111,20010,3,2023-12-27T02:21:43.000Z,2017,11,false
1703643000000548211,20010,3,2023-12-27T02:21:43.000Z,2017,11,false
1703643000000548311,20012,3,2023-12-27T02:21:43.000Z,2017,11,false
1703643000000548411,20014,3,2023-12-27T02:21:43.000Z,2017,11,false
1703643000000548511,1214,4,2023-12-27T02:21:43.000Z,2017,11,false
1703643000000548611,20012,3,2023-12-27T02:21:43.000Z,2017,11,false
1703643000000548711,20008,3,2023-12-27T02:21:43.000Z,2017,11,false
1703643000000550211,20014,3,2023-12-27T02:21:53.000Z,2017,11,false
1703643000000550311,20011,3,2023-12-27T02:21:53.000Z,2017,11,false
